id,number,name,team,section,type,sort_order,owned,duplicates
1089,QAT13mc,Team Photo,Qatar,McDonald's Exclusive,McDonald's Exclusive,1089,FALSE,0
1090,SEN13mc,Team Photo,Senegal,McDonald's Exclusive,McDonald's Exclusive,1090,FALSE,0
1091,SUI13mc,Team Photo,Switzerland,McDonald's Exclusive,McDonald's Exclusive,1091,FALSE,0
1092,TUN13mc,Team Photo,Tunisia,McDonald's Exclusive,McDonald's Exclusive,1092,FALSE,0
1093,URU13mc,Team Photo,Uruguay,McDonald's Exclusive,McDonald's Exclusive,1093,FALSE,0
1094,USA13mc,Team Photo,USA,McDonald's Exclusive,McDonald's Exclusive,1094,FALSE,0
1095,UZB13mc,Team Photo,Uzbekistan,McDonald's Exclusive,McDonald's Exclusive,1095,FALSE,0
1096,LM,Lionel Messi,Argentina,Extra Stickers,Extra / Base,1096,FALSE,0
1097,JD,Jérémy Doku,Belgium,Extra Stickers,Extra / Base,1097,FALSE,0
1098,VJ,Vinícíús Júnior,Brazil,Extra Stickers,Extra / Base,1098,FALSE,0
1099,AD,Alphonso Davies,Canada,Extra Stickers,Extra / Base,1099,FALSE,0
1100,LD,Luis Díaz,Colombia,Extra Stickers,Extra / Base,1100,FALSE,0
1101,LMO,Luka Modrić,Croatia,Extra Stickers,Extra / Base,1101,FALSE,0
1102,MC,Moisés Caicedo,Ecuador,Extra Stickers,Extra / Base,1102,FALSE,0
1103,MS,Mohamed Salah,Egypt,Extra Stickers,Extra / Base,1103,FALSE,0
1104,JB,Jude Bellingham,England,Extra Stickers,Extra / Base,1104,FALSE,0
1105,KM,Kylian Mbappé,France,Extra Stickers,Extra / Base,1105,FALSE,0
1106,FW,Florian Wirtz,Germany,Extra Stickers,Extra / Base,1106,FALSE,0
1107,RJ,Raúl Jiménez,Mexico,Extra Stickers,Extra / Base,1107,FALSE,0
1108,AH,Achraf Hakimi,Morocco,Extra Stickers,Extra / Base,1108,FALSE,0
1109,EH,Erling Haaland,Norway,Extra Stickers,Extra / Base,1109,FALSE,0
1110,RL,Robert Lewnadowski,Poland,Extra Stickers,Extra / Base,1110,FALSE,0
1111,CR,Cristiano Ronaldo,Portugal,Extra Stickers,Extra / Base,1111,FALSE,0
1112,HS,Heung-min Son,South Korea,Extra Stickers,Extra / Base,1112,FALSE,0
1113,LY,Lamine Yamal,Spain,Extra Stickers,Extra / Base,1113,FALSE,0
1114,CP,Christian Pulisic,USA,Extra Stickers,Extra / Base,1114,FALSE,0
1115,FV,Federico Valverde,Uruguay,Extra Stickers,Extra / Base,1115,FALSE,0
1116,LM-b,Lionel Messi,Argentina,Extra Stickers,Extra / Bronze,1116,FALSE,0
1117,JD-b,Jérémy Doku,Belgium,Extra Stickers,Extra / Bronze,1117,FALSE,0
1118,VJ-b,Vinícíús Júnior,Brazil,Extra Stickers,Extra / Bronze,1118,FALSE,0
1119,AD-b,Alphonso Davies,Canada,Extra Stickers,Extra / Bronze,1119,FALSE,0
1120,LD-b,Luis Díaz,Colombia,Extra Stickers,Extra / Bronze,1120,FALSE,0
1121,LMO-b,Luka Modrić,Croatia,Extra Stickers,Extra / Bronze,1121,FALSE,0
1122,MC-b,Moisés Caicedo,Ecuador,Extra Stickers,Extra / Bronze,1122,FALSE,0
1123,MS-b,Mohamed Salah,Egypt,Extra Stickers,Extra / Bronze,1123,FALSE,0
1124,JB-b,Jude Bellingham,England,Extra Stickers,Extra / Bronze,1124,FALSE,0
1125,KM-b,Kylian Mbappé,France,Extra Stickers,Extra / Bronze,1125,FALSE,0
1126,FW-b,Florian Wirtz,Germany,Extra Stickers,Extra / Bronze,1126,FALSE,0
1127,RJ-b,Raúl Jiménez,Mexico,Extra Stickers,Extra / Bronze,1127,FALSE,0
1128,AH-b,Achraf Hakimi,Morocco,Extra Stickers,Extra / Bronze,1128,FALSE,0
1129,EH-b,Erling Haaland,Norway,Extra Stickers,Extra / Bronze,1129,FALSE,0
1130,RL-b,Robert Lewnadowski,Poland,Extra Stickers,Extra / Bronze,1130,FALSE,0
1131,CR-b,Cristiano Ronaldo,Portugal,Extra Stickers,Extra / Bronze,1131,FALSE,0
1132,HS-b,Heung-min Son,South Korea,Extra Stickers,Extra / Bronze,1132,FALSE,0
1133,LY-b,Lamine Yamal,Spain,Extra Stickers,Extra / Bronze,1133,FALSE,0
1134,CP-b,Christian Pulisic,USA,Extra Stickers,Extra / Bronze,1134,FALSE,0
1135,FV-b,Federico Valverde,Uruguay,Extra Stickers,Extra / Bronze,1135,FALSE,0
1136,LM-s,Lionel Messi,Argentina,Extra Stickers,Extra / Silver,1136,FALSE,0
1137,JD-s,Jérémy Doku,Belgium,Extra Stickers,Extra / Silver,1137,FALSE,0
1138,VJ-s,Vinícíús Júnior,Brazil,Extra Stickers,Extra / Silver,1138,FALSE,0
1139,AD-s,Alphonso Davies,Canada,Extra Stickers,Extra / Silver,1139,FALSE,0
1140,LD-s,Luis Díaz,Colombia,Extra Stickers,Extra / Silver,1140,FALSE,0
1141,LMO-s,Luka Modrić,Croatia,Extra Stickers,Extra / Silver,1141,FALSE,0
1142,MC-s,Moisés Caicedo,Ecuador,Extra Stickers,Extra / Silver,1142,FALSE,0
1143,MS-s,Mohamed Salah,Egypt,Extra Stickers,Extra / Silver,1143,FALSE,0
1144,JB-s,Jude Bellingham,England,Extra Stickers,Extra / Silver,1144,FALSE,0
1145,KM-s,Kylian Mbappé,France,Extra Stickers,Extra / Silver,1145,FALSE,0
1146,FW-s,Florian Wirtz,Germany,Extra Stickers,Extra / Silver,1146,FALSE,0
1147,RJ-s,Raúl Jiménez,Mexico,Extra Stickers,Extra / Silver,1147,FALSE,0
1148,AH-s,Achraf Hakimi,Morocco,Extra Stickers,Extra / Silver,1148,FALSE,0
1149,EH-s,Erling Haaland,Norway,Extra Stickers,Extra / Silver,1149,FALSE,0
1150,RL-s,Robert Lewnadowski,Poland,Extra Stickers,Extra / Silver,1150,FALSE,0
1151,CR-s,Cristiano Ronaldo,Portugal,Extra Stickers,Extra / Silver,1151,FALSE,0
1152,HS-s,Heung-min Son,South Korea,Extra Stickers,Extra / Silver,1152,FALSE,0
1153,LY-s,Lamine Yamal,Spain,Extra Stickers,Extra / Silver,1153,FALSE,0
1154,CP-s,Christian Pulisic,USA,Extra Stickers,Extra / Silver,1154,FALSE,0
1155,FV-s,Federico Valverde,Uruguay,Extra Stickers,Extra / Silver,1155,FALSE,0
1156,LM-g,Lionel Messi,Argentina,Extra Stickers,Extra / Gold,1156,FALSE,0
1157,JD-g,Jérémy Doku,Belgium,Extra Stickers,Extra / Gold,1157,FALSE,0
1158,VJ-g,Vinícíús Júnior,Brazil,Extra Stickers,Extra / Gold,1158,FALSE,0
1159,AD-g,Alphonso Davies,Canada,Extra Stickers,Extra / Gold,1159,FALSE,0
1160,LD-g,Luis Díaz,Colombia,Extra Stickers,Extra / Gold,1160,FALSE,0
1161,LMO-g,Luka Modrić,Croatia,Extra Stickers,Extra / Gold,1161,FALSE,0
1162,MC-g,Moisés Caicedo,Ecuador,Extra Stickers,Extra / Gold,1162,FALSE,0
1163,MS-g,Mohamed Salah,Egypt,Extra Stickers,Extra / Gold,1163,FALSE,0
1164,JB-g,Jude Bellingham,England,Extra Stickers,Extra / Gold,1164,FALSE,0
1165,KM-g,Kylian Mbappé,France,Extra Stickers,Extra / Gold,1165,FALSE,0
1166,FW-g,Florian Wirtz,Germany,Extra Stickers,Extra / Gold,1166,FALSE,0
1167,RJ-g,Raúl Jiménez,Mexico,Extra Stickers,Extra / Gold,1167,FALSE,0
1168,AH-g,Achraf Hakimi,Morocco,Extra Stickers,Extra / Gold,1168,FALSE,0
1169,EH-g,Erling Haaland,Norway,Extra Stickers,Extra / Gold,1169,FALSE,0
1170,RL-g,Robert Lewnadowski,Poland,Extra Stickers,Extra / Gold,1170,FALSE,0
1171,CR-g,Cristiano Ronaldo,Portugal,Extra Stickers,Extra / Gold,1171,FALSE,0
1172,HS-g,Heung-min Son,South Korea,Extra Stickers,Extra / Gold,1172,FALSE,0
1173,LY-g,Lamine Yamal,Spain,Extra Stickers,Extra / Gold,1173,FALSE,0
1174,CP-g,Christian Pulisic,USA,Extra Stickers,Extra / Gold,1174,FALSE,0
1175,FV-g,Federico Valverde,Uruguay,Extra Stickers,Extra / Gold,1175,FALSE,0
