id,number,name,team,section,type,sort_order,owned,duplicates
1,PL000,Panini Logo,We Are Panini,We Are Panini,Foil,1,FALSE,0
2,FWC001,Official Emblem,FIFA World Cup 2026,FIFA World Cup 2026,Foil,2,FALSE,0
3,FWC002,Official Emblem,FIFA World Cup 2026,FIFA World Cup 2026,Foil,3,FALSE,0
4,FWC003,Official Mascots,FIFA World Cup 2026,FIFA World Cup 2026,Foil,4,FALSE,0
5,FWC004,Official Slogan,FIFA World Cup 2026,FIFA World Cup 2026,Foil,5,FALSE,0
6,FWC005,Official Ball,FIFA World Cup 2026,FIFA World Cup 2026,Foil,6,FALSE,0
7,FWC006,Canada,Host Countries and Cities,Host Countries and Cities,Foil,7,FALSE,0
8,FWC007,Mexico,Host Countries and Cities,Host Countries and Cities,Foil,8,FALSE,0
9,FWC008,USA,Host Countries and Cities,Host Countries and Cities,Foil,9,FALSE,0
10,MEX001,Emblem,Mexico,Mexico,Foil,10,FALSE,0
11,MEX002,Luis Malagón,Mexico,Mexico,Base,11,FALSE,0
12,MEX003,Johan Vasquez,Mexico,Mexico,Base,12,FALSE,0
13,MEX004,Jorge Sánchez,Mexico,Mexico,Base,13,FALSE,0
14,MEX005,Cesar Montes,Mexico,Mexico,Base,14,FALSE,0
15,MEX006,Jesus Gallardo,Mexico,Mexico,Base,15,FALSE,0
16,MEX007,Israel Reyes,Mexico,Mexico,Base,16,FALSE,0
17,MEX008,Diego Lainez,Mexico,Mexico,Base,17,FALSE,0
18,MEX009,Carlos Rodriguez,Mexico,Mexico,Base,18,FALSE,0
19,MEX010,Edson Alvarez,Mexico,Mexico,Base,19,FALSE,0
20,MEX011,Orbelin Pineda,Mexico,Mexico,Base,20,FALSE,0
21,MEX012,Marcel Ruiz,Mexico,Mexico,Base,21,FALSE,0
22,MEX013,Team Photo,Mexico,Mexico,Base,22,FALSE,0
23,MEX014,Érick Sánchez,Mexico,Mexico,Base,23,FALSE,0
24,MEX015,Hirving Lozano,Mexico,Mexico,Base,24,FALSE,0
25,MEX016,Santiago Giménez,Mexico,Mexico,Base,25,FALSE,0
26,MEX017,Raúl Jiménez,Mexico,Mexico,Base,26,FALSE,0
27,MEX018,Alexis Vega,Mexico,Mexico,Base,27,FALSE,0
28,MEX019,Roberto Alvarado,Mexico,Mexico,Base,28,FALSE,0
29,MEX020,Cesar Huerta,Mexico,Mexico,Base,29,FALSE,0
30,RSA001,Emblem,South Africa,South Africa,Foil,30,FALSE,0
31,RSA002,Ronwen Williams,South Africa,South Africa,Base,31,FALSE,0
32,RSA003,Sipho Chaine,South Africa,South Africa,Base,32,FALSE,0
33,RSA004,Aubrey Modiba,South Africa,South Africa,Base,33,FALSE,0
34,RSA005,Samukele Kabini,South Africa,South Africa,Base,34,FALSE,0
35,RSA006,Mbekezeli Mbokazi,South Africa,South Africa,Base,35,FALSE,0
36,RSA007,Khulumani Ndamane,South Africa,South Africa,Base,36,FALSE,0
37,RSA008,Siyabonga Ngezana,South Africa,South Africa,Base,37,FALSE,0
38,RSA009,Khuliso Mudau,South Africa,South Africa,Base,38,FALSE,0
39,RSA010,Nkosinathi Sibisi,South Africa,South Africa,Base,39,FALSE,0
40,RSA011,Teboho Mokoena,South Africa,South Africa,Base,40,FALSE,0
41,RSA012,Thalente Mbatha,South Africa,South Africa,Base,41,FALSE,0
42,RSA013,Team Photo,South Africa,South Africa,Base,42,FALSE,0
43,RSA014,Bathasi Aubaas,South Africa,South Africa,Base,43,FALSE,0
44,RSA015,Yaya Sithole,South Africa,South Africa,Base,44,FALSE,0
45,RSA016,Sipho Mbule,South Africa,South Africa,Base,45,FALSE,0
46,RSA017,Lyle Foster,South Africa,South Africa,Base,46,FALSE,0
47,RSA018,Iqraam Rayners,South Africa,South Africa,Base,47,FALSE,0
48,RSA019,Mohau Nkota,South Africa,South Africa,Base,48,FALSE,0
49,RSA020,Oswin Appollis,South Africa,South Africa,Base,49,FALSE,0
50,KOR001,Emblem,South Korea,South Korea,Foil,50,FALSE,0
51,KOR002,Hyeon-woo Jo,South Korea,South Korea,Base,51,FALSE,0
52,KOR003,Seung-Gyu Kim,South Korea,South Korea,Base,52,FALSE,0
53,KOR004,Min-jae Kim,South Korea,South Korea,Base,53,FALSE,0
54,KOR005,Yu-min Cho,South Korea,South Korea,Base,54,FALSE,0
55,KOR006,Young-woo Seol,South Korea,South Korea,Base,55,FALSE,0
56,KOR007,Han-beom Lee,South Korea,South Korea,Base,56,FALSE,0
57,KOR008,Tae-seok Lee,South Korea,South Korea,Base,57,FALSE,0
58,KOR009,Myung-jae Lee,South Korea,South Korea,Base,58,FALSE,0
59,KOR010,Jae-sung Lee,South Korea,South Korea,Base,59,FALSE,0
60,KOR011,In-beom Hwang,South Korea,South Korea,Base,60,FALSE,0
61,KOR012,Kang-in Lee,South Korea,South Korea,Base,61,FALSE,0
62,KOR013,Team Photo,South Korea,South Korea,Base,62,FALSE,0
63,KOR014,Seung-ho Paik,South Korea,South Korea,Base,63,FALSE,0
64,KOR015,Jens Castrop,South Korea,South Korea,Base,64,FALSE,0
65,KOR016,Dongg-yeong Lee,South Korea,South Korea,Base,65,FALSE,0
66,KOR017,Gue-sung Cho,South Korea,South Korea,Base,66,FALSE,0
67,KOR018,Heung-min Son,South Korea,South Korea,Base,67,FALSE,0
68,KOR019,Hee-chan Hwang,South Korea,South Korea,Base,68,FALSE,0
69,KOR020,Hyeon-Gyu Oh,South Korea,South Korea,Base,69,FALSE,0
70,CZE001,Emblem,Czechia,Czechia,Foil,70,FALSE,0
71,CZE002,Matej Kovar,Czechia,Czechia,Base,71,FALSE,0
72,CZE003,Jindrich Stanek,Czechia,Czechia,Base,72,FALSE,0
73,CZE004,Ladislav Krejci,Czechia,Czechia,Base,73,FALSE,0
74,CZE005,Vladimir Coufal,Czechia,Czechia,Base,74,FALSE,0
75,CZE006,Jaroslav Zeleny,Czechia,Czechia,Base,75,FALSE,0
76,CZE007,Tomas Holes,Czechia,Czechia,Base,76,FALSE,0
77,CZE008,David Zima,Czechia,Czechia,Base,77,FALSE,0
78,CZE009,Michal Sadilek,Czechia,Czechia,Base,78,FALSE,0
79,CZE010,Lukas Provod,Czechia,Czechia,Base,79,FALSE,0
80,CZE011,Lukas Cerv,Czechia,Czechia,Base,80,FALSE,0
81,CZE012,Tomas Soucek,Czechia,Czechia,Base,81,FALSE,0
82,CZE013,Team Photo,Czechia,Czechia,Base,82,FALSE,0
83,CZE014,Pavel Sulc,Czechia,Czechia,Base,83,FALSE,0
84,CZE015,Matej Vydra,Czechia,Czechia,Base,84,FALSE,0
85,CZE016,Vasil Kusej,Czechia,Czechia,Base,85,FALSE,0
86,CZE017,Tomas Chory,Czechia,Czechia,Base,86,FALSE,0
87,CZE018,Vacilav Cerny,Czechia,Czechia,Base,87,FALSE,0
88,CZE019,Adam Hlozek,Czechia,Czechia,Base,88,FALSE,0
89,CZE020,Patrik Schick,Czechia,Czechia,Base,89,FALSE,0
90,CAN001,Emblem,Canada,Canada,Foil,90,FALSE,0
91,CAN002,Dayne St.Clair,Canada,Canada,Base,91,FALSE,0
92,CAN003,Alphonso Davies,Canada,Canada,Base,92,FALSE,0
93,CAN004,Alistair Johnston,Canada,Canada,Base,93,FALSE,0
94,CAN005,Samuel Adekugbe,Canada,Canada,Base,94,FALSE,0
95,CAN006,Riche Larvea,Canada,Canada,Base,95,FALSE,0
96,CAN007,Derek Cornelius,Canada,Canada,Base,96,FALSE,0
97,CAN008,Moïse Bombito,Canada,Canada,Base,97,FALSE,0
98,CAN009,Kamal Miller,Canada,Canada,Base,98,FALSE,0
99,CAN010,Stephen Eustáquio,Canada,Canada,Base,99,FALSE,0
100,CAN011,Ismaël Koné,Canada,Canada,Base,100,FALSE,0
101,CAN012,Jonathan Osorio,Canada,Canada,Base,101,FALSE,0
102,CAN013,Team Photo,Canada,Canada,Base,102,FALSE,0
103,CAN014,Jacob Shaffelburg,Canada,Canada,Base,103,FALSE,0
104,CAN015,Mathieu Choinière,Canada,Canada,Base,104,FALSE,0
105,CAN016,Niko Sigur,Canada,Canada,Base,105,FALSE,0
106,CAN017,Tajon Buchanan,Canada,Canada,Base,106,FALSE,0
107,CAN018,Liam Millar,Canada,Canada,Base,107,FALSE,0
108,CAN019,Cyle Larin,Canada,Canada,Base,108,FALSE,0
109,CAN020,Jonathan David,Canada,Canada,Base,109,FALSE,0
110,BIH001,Emblem,Bosnia and Herzegovina,Bosnia and Herzegovina,Foil,110,FALSE,0
111,BIH002,Nikola Vasilj,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,111,FALSE,0
112,BIH003,Amer Dedic,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,112,FALSE,0
113,BIH004,Sead Kolasinac,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,113,FALSE,0
114,BIH005,Tarik Muharemovic,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,114,FALSE,0
115,BIH006,Nihad Mujakic,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,115,FALSE,0
116,BIH007,Nikola Katic,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,116,FALSE,0
117,BIH008,Amir Hadziahmetovic,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,117,FALSE,0
118,BIH009,Benjamin Tahirovic,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,118,FALSE,0
119,BIH010,Armin Gigovic,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,119,FALSE,0
120,BIH011,Ivan Sunjic,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,120,FALSE,0
121,BIH012,Ivan Basic,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,121,FALSE,0
122,BIH013,Team Photo,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,122,FALSE,0
123,BIH014,Dzenis Burnic,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,123,FALSE,0
124,BIH015,Esmir Bajraktarevic,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,124,FALSE,0
125,BIH016,Amar Memic,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,125,FALSE,0
126,BIH017,Ermedin Demirovic,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,126,FALSE,0
127,BIH018,Edin Dzeko,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,127,FALSE,0
128,BIH019,Samed Bazdar,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,128,FALSE,0
129,BIH020,Haris Tabakovic,Bosnia and Herzegovina,Bosnia and Herzegovina,Base,129,FALSE,0
130,QAT001,Emblem,Qatar,Qatar,Foil,130,FALSE,0
131,QAT002,Meshaal Barsham,Qatar,Qatar,Base,131,FALSE,0
132,QAT003,Sultan Albrake,Qatar,Qatar,Base,132,FALSE,0
133,QAT004,Lucas Mendes,Qatar,Qatar,Base,133,FALSE,0
134,QAT005,Homam Ahmed,Qatar,Qatar,Base,134,FALSE,0
135,QAT006,Boualem Khoukhi,Qatar,Qatar,Base,135,FALSE,0
136,QAT007,Pedro Miguel,Qatar,Qatar,Base,136,FALSE,0
137,QAT008,Tarek Salman,Qatar,Qatar,Base,137,FALSE,0
138,QAT009,Mohamed Al-Mannai,Qatar,Qatar,Base,138,FALSE,0
139,QAT010,Karim Boudiaf,Qatar,Qatar,Base,139,FALSE,0
140,QAT011,Assim Madibo,Qatar,Qatar,Base,140,FALSE,0
141,QAT012,Ahmed Fatehi,Qatar,Qatar,Base,141,FALSE,0
142,QAT013,Team Photo,Qatar,Qatar,Base,142,FALSE,0
143,QAT014,Mohammed Waad,Qatar,Qatar,Base,143,FALSE,0
144,QAT015,Abdulaziz Hatem,Qatar,Qatar,Base,144,FALSE,0
145,QAT016,Hassan Al-Haydos,Qatar,Qatar,Base,145,FALSE,0
146,QAT017,Edmilson Junior,Qatar,Qatar,Base,146,FALSE,0
147,QAT018,Akram Hassan Afif,Qatar,Qatar,Base,147,FALSE,0
148,QAT019,Ahmed Al Ganehi,Qatar,Qatar,Base,148,FALSE,0
149,QAT020,Almoez Ali,Qatar,Qatar,Base,149,FALSE,0
150,SUI001,Emblem,Switzerland,Switzerland,Foil,150,FALSE,0
151,SUI002,Gregor Kobel,Switzerland,Switzerland,Base,151,FALSE,0
152,SUI003,Yvon Mvogo,Switzerland,Switzerland,Base,152,FALSE,0
153,SUI004,Manuel Akanji,Switzerland,Switzerland,Base,153,FALSE,0
154,SUI005,Ricardo Rodriguez,Switzerland,Switzerland,Base,154,FALSE,0
155,SUI006,Nico Elvedi,Switzerland,Switzerland,Base,155,FALSE,0
156,SUI007,Aurèle Amenda,Switzerland,Switzerland,Base,156,FALSE,0
157,SUI008,Silvan Widmer,Switzerland,Switzerland,Base,157,FALSE,0
158,SUI009,Granit Xhaka,Switzerland,Switzerland,Base,158,FALSE,0
159,SUI010,Denis Zakaria,Switzerland,Switzerland,Base,159,FALSE,0
160,SUI011,Remo Freuler,Switzerland,Switzerland,Base,160,FALSE,0
161,SUI012,Fabian Rieder,Switzerland,Switzerland,Base,161,FALSE,0
162,SUI013,Team Photo,Switzerland,Switzerland,Base,162,FALSE,0
163,SUI014,Ardon Jashari,Switzerland,Switzerland,Base,163,FALSE,0
164,SUI015,Johan Manzambi,Switzerland,Switzerland,Base,164,FALSE,0
165,SUI016,Michel Aebischer,Switzerland,Switzerland,Base,165,FALSE,0
166,SUI017,Breel Embolo,Switzerland,Switzerland,Base,166,FALSE,0
167,SUI018,Ruben Vargas,Switzerland,Switzerland,Base,167,FALSE,0
168,SUI019,Dan Ndoye,Switzerland,Switzerland,Base,168,FALSE,0
169,SUI020,Zeki Amdouni,Switzerland,Switzerland,Base,169,FALSE,0
170,BRA001,Emblem,Brazil,Brazil,Foil,170,FALSE,0
171,BRA002,Alisson,Brazil,Brazil,Base,171,FALSE,0
172,BRA003,Bento,Brazil,Brazil,Base,172,FALSE,0
173,BRA004,Marquinhos,Brazil,Brazil,Base,173,FALSE,0
174,BRA005,Éder Militão,Brazil,Brazil,Base,174,FALSE,0
175,BRA006,Gabriel Magalhães,Brazil,Brazil,Base,175,FALSE,0
176,BRA007,Danilo,Brazil,Brazil,Base,176,FALSE,0
177,BRA008,Wesley,Brazil,Brazil,Base,177,FALSE,0
178,BRA009,Lucas Paquetá,Brazil,Brazil,Base,178,FALSE,0
179,BRA010,Casemiro,Brazil,Brazil,Base,179,FALSE,0
180,BRA011,Bruno Guimarães,Brazil,Brazil,Base,180,FALSE,0
181,BRA012,Luiz Henrique,Brazil,Brazil,Base,181,FALSE,0
182,BRA013,Team Photo,Brazil,Brazil,Base,182,FALSE,0
183,BRA014,Vinicius Júnior,Brazil,Brazil,Base,183,FALSE,0
184,BRA015,Rodrygo,Brazil,Brazil,Base,184,FALSE,0
185,BRA016,João Pedro,Brazil,Brazil,Base,185,FALSE,0
186,BRA017,Matheus Cunha,Brazil,Brazil,Base,186,FALSE,0
187,BRA018,Gabriel Martinelli,Brazil,Brazil,Base,187,FALSE,0
188,BRA019,Raphinha,Brazil,Brazil,Base,188,FALSE,0
189,BRA020,Estévão,Brazil,Brazil,Base,189,FALSE,0
190,MAR001,Emblem,Morocco,Morocco,Foil,190,FALSE,0
191,MAR002,Yassine Bounou,Morocco,Morocco,Base,191,FALSE,0
192,MAR003,Munir El Kajoui,Morocco,Morocco,Base,192,FALSE,0
193,MAR004,Achraf Hakimi,Morocco,Morocco,Base,193,FALSE,0
194,MAR005,Noussair Mazraoui,Morocco,Morocco,Base,194,FALSE,0
195,MAR006,Nayef Aguerd,Morocco,Morocco,Base,195,FALSE,0
196,MAR007,Roman Saiss,Morocco,Morocco,Base,196,FALSE,0
197,MAR008,Jawad El Yamio,Morocco,Morocco,Base,197,FALSE,0
198,MAR009,Adam Masina,Morocco,Morocco,Base,198,FALSE,0
199,MAR010,Sofyan Amrabat,Morocco,Morocco,Base,199,FALSE,0
200,MAR011,Azzedine Ounahi,Morocco,Morocco,Base,200,FALSE,0
201,MAR012,Eliesse Ben Seghir,Morocco,Morocco,Base,201,FALSE,0
202,MAR013,Team Photo,Morocco,Morocco,Base,202,FALSE,0
203,MAR014,Bilal El Khannouss,Morocco,Morocco,Base,203,FALSE,0
204,MAR015,Ismael Saibari,Morocco,Morocco,Base,204,FALSE,0
205,MAR016,Youssef En-Nesyri,Morocco,Morocco,Base,205,FALSE,0
206,MAR017,Abde Ezzalzouli,Morocco,Morocco,Base,206,FALSE,0
207,MAR018,Soufiane Rahimi,Morocco,Morocco,Base,207,FALSE,0
208,MAR019,Brahim Diaz,Morocco,Morocco,Base,208,FALSE,0
209,MAR020,Ayoub El Kaabi,Morocco,Morocco,Base,209,FALSE,0
210,HAI001,Emblem,Haiti,Haiti,Foil,210,FALSE,0
211,HAI002,Johny Placide,Haiti,Haiti,Base,211,FALSE,0
212,HAI003,Carlens Arcus,Haiti,Haiti,Base,212,FALSE,0
213,HAI004,Martin Expérience,Haiti,Haiti,Base,213,FALSE,0
214,HAI005,Jean-Kevin Duverne,Haiti,Haiti,Base,214,FALSE,0
215,HAI006,Ricardo Adé,Haiti,Haiti,Base,215,FALSE,0
216,HAI007,Duke Lacroix,Haiti,Haiti,Base,216,FALSE,0
217,HAI008,Garven Metusala,Haiti,Haiti,Base,217,FALSE,0
218,HAI009,Hannes Delcroix,Haiti,Haiti,Base,218,FALSE,0
219,HAI010,Leverton Pierre,Haiti,Haiti,Base,219,FALSE,0
220,HAI011,Danley Jean Jacques,Haiti,Haiti,Base,220,FALSE,0
221,HAI012,Jean-Ricner Bellegarde,Haiti,Haiti,Base,221,FALSE,0
222,HAI013,Team Photo,Haiti,Haiti,Base,222,FALSE,0
223,HAI014,Christopher Attys,Haiti,Haiti,Base,223,FALSE,0
224,HAI015,Derrick Etienne Jr,Haiti,Haiti,Base,224,FALSE,0
225,HAI016,Josue Casimir,Haiti,Haiti,Base,225,FALSE,0
226,HAI017,Ruben Providence,Haiti,Haiti,Base,226,FALSE,0
227,HAI018,Duckens Nazon,Haiti,Haiti,Base,227,FALSE,0
228,HAI019,Louicius Deedson,Haiti,Haiti,Base,228,FALSE,0
229,HAI020,Frantzdy Pierrot,Haiti,Haiti,Base,229,FALSE,0
230,SCO001,Emblem,Scotland,Scotland,Foil,230,FALSE,0
231,SCO002,Angus Gunn,Scotland,Scotland,Base,231,FALSE,0
232,SCO003,Jack Hendry,Scotland,Scotland,Base,232,FALSE,0
233,SCO004,Kieran Tierney,Scotland,Scotland,Base,233,FALSE,0
234,SCO005,Aaron Hickey,Scotland,Scotland,Base,234,FALSE,0
235,SCO006,Andrew Robertson,Scotland,Scotland,Base,235,FALSE,0
236,SCO007,Scott McKenna,Scotland,Scotland,Base,236,FALSE,0
237,SCO008,John Souttar,Scotland,Scotland,Base,237,FALSE,0
238,SCO009,Anthony Ralston,Scotland,Scotland,Base,238,FALSE,0
239,SCO010,Grant Hanley,Scotland,Scotland,Base,239,FALSE,0
240,SCO011,Scott McTominay,Scotland,Scotland,Base,240,FALSE,0
241,SCO012,Billy Gilmour,Scotland,Scotland,Base,241,FALSE,0
242,SCO013,Team Photo,Scotland,Scotland,Base,242,FALSE,0
243,SCO014,Lewis Ferguson,Scotland,Scotland,Base,243,FALSE,0
244,SCO015,Ryan Christie,Scotland,Scotland,Base,244,FALSE,0
245,SCO016,Kenny McLean,Scotland,Scotland,Base,245,FALSE,0
246,SCO017,John McGinn,Scotland,Scotland,Base,246,FALSE,0
247,SCO018,Lyndon Dykes,Scotland,Scotland,Base,247,FALSE,0
248,SCO019,Che Adams,Scotland,Scotland,Base,248,FALSE,0
249,SCO020,Ben Gannon-Doak,Scotland,Scotland,Base,249,FALSE,0
250,USA001,Emblem,USA,USA,Foil,250,FALSE,0
251,USA002,Math Freese,USA,USA,Base,251,FALSE,0
252,USA003,Chris Richards,USA,USA,Base,252,FALSE,0
253,USA004,Tim Ream,USA,USA,Base,253,FALSE,0
254,USA005,Mark McKenzie,USA,USA,Base,254,FALSE,0
255,USA006,Alex Freeman,USA,USA,Base,255,FALSE,0
256,USA007,Antonee Robinson,USA,USA,Base,256,FALSE,0
257,USA008,Tyler Adams,USA,USA,Base,257,FALSE,0
258,USA009,Tanner Tessmann,USA,USA,Base,258,FALSE,0
259,USA010,Weston McKenny,USA,USA,Base,259,FALSE,0
260,USA011,Christian Roldan,USA,USA,Base,260,FALSE,0
261,USA012,Timothy Weah,USA,USA,Base,261,FALSE,0
262,USA013,Team Photo,USA,USA,Base,262,FALSE,0
263,USA014,Diego Luna,USA,USA,Base,263,FALSE,0
264,USA015,Malim Tillman,USA,USA,Base,264,FALSE,0
265,USA016,Christian Pulisic,USA,USA,Base,265,FALSE,0
266,USA017,Brenden Aaronson,USA,USA,Base,266,FALSE,0
267,USA018,Ricardo Pepi,USA,USA,Base,267,FALSE,0
268,USA019,Haji Wright,USA,USA,Base,268,FALSE,0
269,USA020,Folarin Balogun,USA,USA,Base,269,FALSE,0
270,PAR001,Emblem,Paraguay,Paraguay,Foil,270,FALSE,0
271,PAR002,Roberto Fernandez,Paraguay,Paraguay,Base,271,FALSE,0
272,PAR003,Orlando Gill,Paraguay,Paraguay,Base,272,FALSE,0
273,PAR004,Gustavo Gomez,Paraguay,Paraguay,Base,273,FALSE,0
274,PAR005,Fabián Balbuena,Paraguay,Paraguay,Base,274,FALSE,0
275,PAR006,Juan José Cáceres,Paraguay,Paraguay,Base,275,FALSE,0
276,PAR007,Omar Alderete,Paraguay,Paraguay,Base,276,FALSE,0
277,PAR008,Junior Alonso,Paraguay,Paraguay,Base,277,FALSE,0
278,PAR009,Mathías Villasanti,Paraguay,Paraguay,Base,278,FALSE,0
279,PAR010,Diego Gomez,Paraguay,Paraguay,Base,279,FALSE,0
280,PAR011,Damián Bobadilla,Paraguay,Paraguay,Base,280,FALSE,0
281,PAR012,Andres Cubas,Paraguay,Paraguay,Base,281,FALSE,0
282,PAR013,Team Photo,Paraguay,Paraguay,Base,282,FALSE,0
283,PAR014,Matias Galarza Fonda,Paraguay,Paraguay,Base,283,FALSE,0
284,PAR015,Julio Enciso,Paraguay,Paraguay,Base,284,FALSE,0
285,PAR016,Alejandro Romero Gamarra,Paraguay,Paraguay,Base,285,FALSE,0
286,PAR017,Miguel Almirón,Paraguay,Paraguay,Base,286,FALSE,0
287,PAR018,Ramon Sosa,Paraguay,Paraguay,Base,287,FALSE,0
288,PAR019,Angel Romero,Paraguay,Paraguay,Base,288,FALSE,0
289,PAR020,Antonio Sanabria,Paraguay,Paraguay,Base,289,FALSE,0
290,AUS001,Emblem,Australia,Australia,Foil,290,FALSE,0
291,AUS002,Mathew Ryan,Australia,Australia,Base,291,FALSE,0
292,AUS003,Joe Gauci,Australia,Australia,Base,292,FALSE,0
293,AUS004,Harry Souttar,Australia,Australia,Base,293,FALSE,0
294,AUS005,Alessandro Circati,Australia,Australia,Base,294,FALSE,0
295,AUS006,Jordan Bos,Australia,Australia,Base,295,FALSE,0
296,AUS007,Aziz Behich,Australia,Australia,Base,296,FALSE,0
297,AUS008,Cameron Burgess,Australia,Australia,Base,297,FALSE,0
298,AUS009,Lewis Miller,Australia,Australia,Base,298,FALSE,0
299,AUS010,Milos Degenek,Australia,Australia,Base,299,FALSE,0
300,AUS011,Jackson Irvine,Australia,Australia,Base,300,FALSE,0
301,AUS012,Riley McGree,Australia,Australia,Base,301,FALSE,0
302,AUS013,Team Photo,Australia,Australia,Base,302,FALSE,0
303,AUS014,Aiden O'Neill,Australia,Australia,Base,303,FALSE,0
304,AUS015,Connor Metcalfe,Australia,Australia,Base,304,FALSE,0
305,AUS016,Patrick Yazbek,Australia,Australia,Base,305,FALSE,0
306,AUS017,Craig Goodwin,Australia,Australia,Base,306,FALSE,0
307,AUS018,Kusini Vengi,Australia,Australia,Base,307,FALSE,0
308,AUS019,Nestory Irankunda,Australia,Australia,Base,308,FALSE,0
309,AUS020,Mohamed Touré,Australia,Australia,Base,309,FALSE,0
310,TUR001,Emblem,Türkiye,Türkiye,Foil,310,FALSE,0
311,TUR002,Ugurcan Cakir,Türkiye,Türkiye,Base,311,FALSE,0
312,TUR003,Mert Muldur,Türkiye,Türkiye,Base,312,FALSE,0
313,TUR004,Zeki Celik,Türkiye,Türkiye,Base,313,FALSE,0
314,TUR005,Abdulkerim Bardakci,Türkiye,Türkiye,Base,314,FALSE,0
315,TUR006,Caglar Soyunku,Türkiye,Türkiye,Base,315,FALSE,0
316,TUR007,Merih Demiral,Türkiye,Türkiye,Base,316,FALSE,0
317,TUR008,Ferdi Kadioglu,Türkiye,Türkiye,Base,317,FALSE,0
318,TUR009,Kaan Ayhan,Türkiye,Türkiye,Base,318,FALSE,0
319,TUR010,Ismail Yuksek,Türkiye,Türkiye,Base,319,FALSE,0
320,TUR011,Hakan Calhanoglu,Türkiye,Türkiye,Base,320,FALSE,0
321,TUR012,Orkun Kokcu,Türkiye,Türkiye,Base,321,FALSE,0
322,TUR013,Team Photo,Türkiye,Türkiye,Base,322,FALSE,0
323,TUR014,Arda Guler,Türkiye,Türkiye,Base,323,FALSE,0
324,TUR015,Irfan Can Kahvecu,Türkiye,Türkiye,Base,324,FALSE,0
325,TUR016,Yunus Akgun,Türkiye,Türkiye,Base,325,FALSE,0
326,TUR017,Can Uzun,Türkiye,Türkiye,Base,326,FALSE,0
327,TUR018,Baris Alper Yilmaz,Türkiye,Türkiye,Base,327,FALSE,0
328,TUR019,Kerem Akturkoglu,Türkiye,Türkiye,Base,328,FALSE,0
329,TUR020,Kenan Yildiz,Türkiye,Türkiye,Base,329,FALSE,0
330,GER001,Emblem,Germany,Germany,Foil,330,FALSE,0
331,GER002,Marc-André ter Stegen,Germany,Germany,Base,331,FALSE,0
332,GER003,Jonathan Tah,Germany,Germany,Base,332,FALSE,0
333,GER004,David Raum,Germany,Germany,Base,333,FALSE,0
334,GER005,Nico Schlotterbeck,Germany,Germany,Base,334,FALSE,0
335,GER006,Antonio Rüdiger,Germany,Germany,Base,335,FALSE,0
336,GER007,Waldemar Anton,Germany,Germany,Base,336,FALSE,0
337,GER008,Ridle Baku,Germany,Germany,Base,337,FALSE,0
338,GER009,Maximilian Mittelstadt,Germany,Germany,Base,338,FALSE,0
339,GER010,Joshua Kimmich,Germany,Germany,Base,339,FALSE,0
340,GER011,Florian Wirtz,Germany,Germany,Base,340,FALSE,0
341,GER012,Felix Nmecha,Germany,Germany,Base,341,FALSE,0
342,GER013,Team Photo,Germany,Germany,Base,342,FALSE,0
343,GER014,Leon Goretzka,Germany,Germany,Base,343,FALSE,0
344,GER015,Jamal Musiala,Germany,Germany,Base,344,FALSE,0
345,GER016,Serge Gnabry,Germany,Germany,Base,345,FALSE,0
346,GER017,Kai Havertz,Germany,Germany,Base,346,FALSE,0
347,GER018,Leroy Sane,Germany,Germany,Base,347,FALSE,0
348,GER019,Karim Adeyemi,Germany,Germany,Base,348,FALSE,0
349,GER020,Nick Woltemade,Germany,Germany,Base,349,FALSE,0
350,GER002s,Marc-André ter Stegen,Germany,Germany,Silver,350,FALSE,0
351,GER003s,Jonathan Tah,Germany,Germany,Silver,351,FALSE,0
352,GER004s,David Raum,Germany,Germany,Silver,352,FALSE,0
353,GER005s,Nico Schlotterbeck,Germany,Germany,Silver,353,FALSE,0
354,GER006s,Antonio Rüdiger,Germany,Germany,Silver,354,FALSE,0
355,GER007s,Waldemar Anton,Germany,Germany,Silver,355,FALSE,0
356,GER008s,Ridle Baku,Germany,Germany,Silver,356,FALSE,0
357,GER009s,Maximilian Mittelstadt,Germany,Germany,Silver,357,FALSE,0
358,GER010s,Joshua Kimmich,Germany,Germany,Silver,358,FALSE,0
359,GER011s,Florian Wirtz,Germany,Germany,Silver,359,FALSE,0
360,GER012s,Felix Nmecha,Germany,Germany,Silver,360,FALSE,0
